주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
용산구 원효로1가 31-19 ,용산구 원효로1가 31-19 ,BS,5,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.540179,126.96647
용산꿈나무종합타운,용산구 원효로1가 25-0,BS,60,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-707-0704,미연계,37.53867,126.965548
용산더프라임,용산구 원효로1가 41-0 ,BS,902,1000,10,1000,10,30000,902,2024-10-02 16:03:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.540206,126.969997
원효대로90길-1,원효로90길 11 ~ 원효로90길 11,T,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5393286,126.9704492
효창종합사회복지관,용산구 효창동 5-65,BS,7,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-4713-0020,미연계,37.541157,126.963006
새창로-1,도원동 23-0 ~ 도원동 1-34,T,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5391878,126.9593448
용문동 공영주차장(구),용산구 도원동 4-5,NW,56,150,5,150,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-749-5314,미연계,37.53894931,126.95756768
NPD 에비뉴67 주차장,마포구 도화동 573-0,BS,109,3000,30,3000,30,40000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.541827,126.948274
경보주차장(민영),마포구 도화동 183-1,NP,50,1500,30,500,10,20000,0,,0600 ~ 0200,0600 ~ 0200,0600 ~ 0100,02-712-0023,미연계,37.541884,126.951571
경찰공제회 자람빌딩,마포구 도화동 566-0,BS,235,3000,60,1000,10,50000,94,2024-10-02 16:03:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3379-6205,20분,37.541842,126.949689
도화 공영주차장(구),마포구 도화동 557-0,NW,63,250,5,250,5,,28,2024-10-02 16:05:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.54155295,126.94993374
마포아크로타워,마포구 도화동 563-0 ,BS,214,1500,30,1500,30,30000,34,2024-10-02 16:05:05,0900 ~ 2000,0900 ~ 2000,0900 ~ 2000,,20분,37.54133579,126.9489866
다보빌딩,마포구 마포동 140-0,BS,152,1500,30,500,10,20000,152,2024-10-02 16:03:52,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.538408,126.94504
대농빌딩 주차장,마포구 마포동 33-1,BS,86,1000,10,1000,10,,0,,0800 ~ 1900,0800 ~ 1900,0000 ~ 0000,,미연계,37.539414,126.944875
마포유수지(시),마포구 마포동 36-1,NW,503,220,5,220,5,15800,322,2024-10-02 16:04:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6093,20분,37.53890027,126.94266859
염리 공영주차장(구),마포구 염리동 174-3,NW,135,250,5,250,5,0,94,2024-10-02 16:05:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5052,20분,37.54199792,126.94523726
양화1주차장[당산철교 하부],영등포구 당산동 95-5 ,BP,88,1000,30,200,10,10000,68,2024-10-02 16:05:00,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,02-3780-0581,20분,37.53796609,126.90331806
양화2주차장[전망카페],영등포구 당산동 76-1 ,BP,20,1000,30,200,10,10000,19,2024-10-02 16:04:20,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3780-0581~3,20분,37.5388433,126.90146242
 선유도역투웨니퍼스트밸리,영등포구 양평동5가 42-0 ,BS,204,0,20,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.539096,126.890717
양평동(동) 공영주차장(시),영등포구 양평동5가 44-1,NS,6,130,5,130,5,0,0,2024-02-20 18:29:07,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-7658-4293,미연계,37.53972497,126.89025055
어반322,영등포구 양평동5가 41-1 ,BS,226,1500,30,1500,30,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53893,126.890987
목동중앙로-2,목동 199-51 ~ 목동 199-51,T,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5414306,126.87689701
목3동 해운주차장(구),양천구 목동 711-6,NW,64,50,5,50,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,011-259-3367,미연계,37.54193427,126.86513021
목사랑시장(구),양천구 목동 723-7,NW,24,150,5,150,5,,0,,0919 ~ 0000,0919 ~ 0000,0919 ~ 0000,,미연계,37.53897937,126.86534955
화곡 8-1 공영주차장(구),강서구 화곡동 410-60,NW,53,50,5,50,5,2000,0,,0600 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2608-1572,미연계,37.538518,126.848922
화곡본-1 공영주차장(구),강서구 화곡동 56-127,NW,97,50,5,50,5,2000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2600-4250,미연계,37.539753,126.849814
볏골공원 지하공영주차장(구),강서구 화곡동 98-99,NW,231,1200,60,100,5,,301,2024-10-02 16:05:01,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2065-1575,20분,37.54149243,126.84439601
신월주차장(민영),양천구 신월동 21-1,NP,243,1000,60,1000,30,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1588-5783,미연계,37.54050121,126.83139008
화곡3-1 공영주차장(구),강서구 화곡동 1045-0,NW,99,50,5,50,5,2000,0,,1000 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2603-1573,미연계,37.541779,126.834749
신월5동복개주차장(구),양천구 신월동 53-2,NS,57,150,5,300,10,0,0,,0900 ~ 1900,0900 ~ 1300,0000 ~ 0000,,미연계,37.53915328,126.82711763
신월5동주민센터,양천구 신월동 52-2,BS,10,,,,,,0,,0900 ~ 2200,0000 ~ 0000,0000 ~ 0000,02-2620-4143,미연계,37.538564,126.827223
이마트 신월점,양천구 신월동 26-0 ,BS,65,3000,30,0,30,0,0,,1000 ~ 2200,1000 ~ 2200,1000 ~ 2200,,미연계,37.53976,126.828832
신월 이마트,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5397062,126.8290212
강동그린웨이 가족캠핑장,,DI,3,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53624697,127.1542197
길동채움 주차장,강동구 길동 255-2,BS,50,4000,60,1000,15,30000,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.5359708,127.1463459
강동우체국 부설주차장,강동구 길동 403-0,BS,9,,,,,,0,,1800 ~ 0900,1800 ~ 0900,1800 ~ 0900,,미연계,37.536386,127.143365
광동빌딩 주차장,강동구 길동 411-1,BS,15,2500,30,2500,30,50000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53670601,127.1400339
미림빌딩 주차장,강동구 길동 228-1,BS,25,0,120,1000,30,,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,,미연계,37.5348345,127.143518
양병원 주차장,강동구 길동 424-0,BS,40,1000,30,500,10,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5340705,127.1401392
원경유료주차장,강동구 둔촌동 53-0,BS,32,1500,30,1500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5339408,127.1430807
한보 민영 주차장,강동구 둔촌동 51-0,BS,25,3000,60,1500,30,,0,,0730 ~ 2000,0730 ~ 2000,0730 ~ 2000,,미연계,37.5345339,127.1443773
LG전자베스트샵 강동본점,강동구 길동 413-45 ,BS,20,1000,10,1000,10,50000,20,2024-10-02 16:05:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.535495,127.138683
Tmap주차 강동웨딩3주차장(민영),강동구 성내동 199-16,NP,30,2500,30,2500,30,150000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.534262,127.134146
강동그린타워,강동구 길동 459-3 ,BS,98,0,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-483-0091,미연계,37.53463102,127.13822883
강동라이저빌딩 주차장,강동구 성내동 244-0,BS,100,500,10,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5346619,127.1351734
강동성심병원[본관/웰빙센터 주차장],강동구 길동 445-0 ,BS,128,0,30,1000,10,30000,71,2024-10-02 16:05:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2225-2888,20분,37.536141,127.135263
강동한신휴플러스아파트 주차장,강동구 길동 414-10,BS,36,1000,10,1000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.536044,127.137487
동보유료주차장(민영),강동구 길동 458-3,NP,40,1000,10,1000,10,,0,,0800 ~ 2400,0800 ~ 2400,0800 ~ 2400,,미연계,37.53511801,127.1381046
동선빌딩 주차장,강동구 길동 389-2 ,BS,29,2500,30,2500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5373624,127.1392657
마루홈타운,강동구 길동 412-8 ,BS,75,1000,30,1000,30,0,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,,미연계,37.5368706,127.13929697
부에노빌딩 주차장,강동구 길동 412-12,BS,40,3000,60,3000,60,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.535945,127.138999
석탄공회관 주차장,강동구 길동 414-1 ,BS,14,2000,30,1000,10,40000,9,2024-10-02 16:05:09,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.53722656,127.13773854
소산타워 주차장,강동구 길동 417-0,BS,31,3000,30,1000,10,25000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5347609,127.1391703
우주빌딩 주차장,강동구 길동 416-6,BS,43,500,10,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5369231,127.1354647
일성하이츠오피스텔,강동구 길동 454-1 ,BS,95,2000,60,1000,30,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-471-6607,미연계,37.53517289,127.13634821
청광노블하임,강동구 천호동 447-3 ,BS,54,1500,30,1500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-475-5025,미연계,37.53613974,127.13440402
탑스위트,강동구 길동 413-1 ,BS,149,4000,60,4000,60,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-473-2227,미연계,37.53707525,127.13854545
희헌타워 주차장,강동구 길동 389-7,BS,48,2000,30,500,10,30000,0,,0700 ~ 2200,0700 ~ 2200,0700 ~ 2200,,미연계,37.5375152,127.1395913
 트레벨,강동구 천호동 451-20 ,BS,105,1500,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-471-1980,미연계,37.53725331,127.12949092
SK허브진아파트 주차장,강동구 성내동 194-0,BS,150,3000,60,1500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-478-5928,미연계,37.535155,127.132802
Tmap주차 강동웨딩2주차장(민영),강동구 성내동 383-14,NP,30,2500,30,2500,30,150000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.533846,127.1333334
강동웨딩KDW 본관주차장,강동구 성내동 199-0 ,BS,157,2500,30,2500,30,0,119,2024-10-02 16:05:07,0800 ~ 2200,0000 ~ 2400,0000 ~ 2400,080-772-6400,20분,37.53516026,127.13365501
강동이스트센트럴타워 주차장,강동구 천호동 571-0 ,BS,300,1000,20,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5364896,127.1323849
길상주차장(민영),강동구 성내동 382-6,NP,22,1500,30,500,10,15000,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-475-5467,미연계,37.53363004,127.13383657
이안강동컴홈스테이1차 주차장,강동구 천호동 451-0,BS,150,1500,30,500,10,40000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53748001,127.1289753
조은마디병원 주차장,강동구 성내동 199-5,BS,30,1500,30,500,10,,0,,0700 ~ 2400,0700 ~ 2400,0700 ~ 2400,,미연계,37.5346077,127.1332895
프린스 주차장,강동구 성내동 451-8 ,BS,17,2400,30,800,10,25000,17,2024-10-02 16:05:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.536952,127.129914
현대코아,강동구 천호동 565-0,BS,345,2000,60,2000,60,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-477-7181,미연계,37.536102,127.133851
힐탑프라자,강동구 천호동 449-49 ,BS,177,1000,30,1000,30,10000,0,,0500 ~ 0100,0500 ~ 0100,0500 ~ 0100,02-473-1281,미연계,37.53662418,127.13134715
강동주차장(민영),강동구 성내동 80-12,NP,14,2000,30,500,10,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-9778-4051,미연계,37.5365995,127.12305994
엘웨딩주차장(민영),강동구 성내동 15-0,NP,50,2000,30,1000,30,,0,,0000 ~ 2000,0000 ~ 2000,0000 ~ 2000,02-487-3700,미연계,37.53648202,127.12837867
이안강동 주차장,강동구 성내동 25-1,BS,116,2000,30,2000,30,96000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5355282,127.12793101
지라이트빌딩 주차장,강동구 성내동 43-11,BS,54,1500,30,500,10,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.5365396,127.1258339
천호역 효성해링턴 타워 부설주차장,강동구 성내동 609-0 ,BS,50,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.535998,127.122778
풍납1(구),송파구 풍납동 154-0,NW,46,50,5,,,,46,2024-10-02 16:01:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4395-2165,20분,37.53551936,127.12029156
풍납시장(민영),송파구 풍납동 152-81,NP,15,1000,60,1000,60,,0,,0900 ~ 2000,0900 ~ 2000,0000 ~ 0000,,미연계,37.537247,127.121098
풍납2(구),송파구 풍납동 175-0,NW,81,50,5,,,,82,2024-10-02 16:01:05,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4395-2165,20분,37.53604678,127.11607498
강변 테크노마트,광진구 구의동 546-4 ,BS,2184,0,30,2000,30,0,0,,0500 ~ 0300,0000 ~ 0000,0000 ~ 0000,02-3424-0344,미연계,37.535709,127.095919
터미널유료주차장(민영),광진구 구의동 546-10,NP,38,1700,30,800,15,17000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-453-7710,미연계,37.53406936,127.09470749
광성빌딩 주차장,광진구 구의동 596-5,BS,43,1000,30,500,10,0,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.53420496,127.09137088
동서울 노외주차장(구),광진구 구의동 598-1,NW,25,250,5,250,5,30000,0,,0800 ~ 1900,0800 ~ 1900,0000 ~ 0000,,미연계,37.53352007,127.0913292
동서울호텔길 노상공영주차장(구),광진구 자양동 609-1,NS,26,250,5,0,0,0,0,,0900 ~ 1800,0900 ~ 1500,0000 ~ 0000,0,미연계,37.533715,127.091574
목림빌딩 주차장,광진구 구의동 599-0,BS,54,1500,30,1500,30,0,0,,0700 ~ 2100,0700 ~ 2100,0700 ~ 2100,,미연계,37.53364467,127.09186271
성진강변스파랜드,광진구 구의동 593-15 ,BS,139,600,10,600,10,36000,0,2024-10-02 16:05:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-444-2396,20분,37.5349417,127.09125929
선두주차장(민영),광진구 자양동 216-15,NP,9,2000,30,2000,30,0,0,,0900 ~ 2100,0000 ~ 0000,0000 ~ 0000,02)453-8752,미연계,37.53701105,127.08647443
제일빌딩 주차장,광진구 자양동 216-2,BS,20,2000,30,2000,30,0,0,,0830 ~ 2000,0830 ~ 1500,0000 ~ 0000,,미연계,37.53694417,127.08620875
한승빌딩 주차장,광진구 자양동 216-10,BS,31,2000,30,2000,30,0,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.53652636,127.08485896
혜민병원 주차장,광진구 자양동 627-3 ,BS,81,1500,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5353787,127.0835957
자양로-2,자양동 657-16 ~ 자양동 628-24,T,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5336011,127.0849396
구의현대홈시티상가 주차장,광진구 자양동 779-8,BS,166,2000,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.537441,127.083091
도광빌딩 주차장,광진구 자양동 219-2,BS,45,1500,30,800,15,0,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.53622778,127.08322796
래미안프리미어팰리스 주차장,광진구 자양동 859-0 ,BS,129,1500,30,1500,30,20000,0,2023-07-26 16:27:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.537695,127.081503
서울자양초등학교,광진구 자양동 222-6,BS,48,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-457-2244,미연계,37.536794,127.079554
서원주차장(민영),광진구 자양동 219-5,NP,52,1500,30,1500,30,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-447-7661,미연계,37.53638651,127.08259995
신라빌딩[구의역 자양사거리점],광진구 자양동 779-6,BS,18,1000,20,1000,20,20000,17,2024-10-02 16:05:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.53702,127.082943
영서빌딩 주차장,광진구 자양동 796-0,BS,23,1000,30,1000,30,,0,,0800 ~ 2000,0800 ~ 2000,0800 ~ 2000,,미연계,37.5374982247244,127.078383517556
웨이드스포츠학원 주차장(민영),광진구 자양동 613-30,NP,8,2000,30,1000,10,0,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-3437-9400,미연계,37.5340225,127.07846603
자양전통시장 공영주차장(구),광진구 자양동 631-18,NW,24,1500,30,500,10,0,0,,0900 ~ 2100,0900 ~ 2100,0900 ~ 2000,02-458-1624,미연계,37.533767,127.081636
자양주차장(민영),광진구 자양동 218-13,NP,29,2000,30,500,10,0,0,,1000 ~ 2000,1000 ~ 2000,1000 ~ 2000,080-255-5000,미연계,37.536415,127.081039
타워더모스트광진아크로텔상가 주차장,광진구 자양동 779-0,BS,118,1000,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53758,127.082184
송림 기사식당길 공영주차장(구),광진구 자양동 227-1,NS,45,200,5,200,5,0,0,,0900 ~ 1800,0900 ~ 1500,0000 ~ 0000,,미연계,37.53772923,127.07691423
송림기사식당길(B) 공영주차장(구),광진구 자양동 227-295 ,NS,44,300,5,0,0,0,0,,0900 ~ 1800,0900 ~ 1500,0000 ~ 2400,,미연계,37.537748,127.076996
송림기사식당길A 노상공영주차장(구),광진구 자양동 794-2 ,NS,26,300,5,0,0,0,0,,0900 ~ 1800,0900 ~ 1500,0900 ~ 1800,,미연계,37.537624,127.077073
광진문화예술회관 및 구의회청사 주차장,광진구 자양동 227-344,BS,141,500,10,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2049-4518,미연계,37.537362,127.070989
대양빌딩 주차장,광진구 자양동 553-502,BS,19,1000,20,1000,20,,0,,0830 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.534077,127.071905
능동로골목-1,뚝섬로 502 ~ 뚝섬로 506-1,T,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5357236,127.0665171
선덕빌딩 주차장,광진구 자양동 553-15 ,BS,25,2000,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-467-2291,미연계,37.536169,127.066241
노룬산골목-1,뚝섬로 493 ~ 뚝섬로 489,T,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5363013,127.0649755
공유) 17-33(구),성동구 성수동2가 234-1,NS,13,900,30,900,30,10000,11,2024-10-02 15:59:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53732077,127.059491
공유) 17-37(구),성동구 성수동2가 593-0 ,NS,7,900,30,900,30,10000,6,2024-10-02 15:59:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.536512557,127.05679357
공유) 17-40(구),성동구 성수동2가 574-24,NS,17,900,30,900,30,10000,15,2024-10-02 15:59:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5357232,127.05734114
성수2가1동(건물) 공영주차장(구),성동구 성수동2가 571-1,NW,163,100,5,100,5,,161,2024-10-02 15:56:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.53716718,127.05619675
공유) 15-21(구),성동구 성수동1가 463-0 ,NS,26,900,30,900,30,10000,23,2024-10-02 15:59:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53641,127.04955
공유) 17-24(구),성동구 성수동2가 491-1,NS,10,900,30,900,30,10000,6,2024-10-02 15:59:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53701025,127.052308
공유) 17-25(구),성동구 성수동2가 442-0 ,NS,11,900,30,900,30,10000,10,2024-10-02 15:59:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53621904,127.05255568
공유) 17-26(구),성동구 성수동2가 403-4,NS,10,900,30,900,30,10000,9,2024-10-02 15:59:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53609568,127.0504367
공유) 17-27(구),성동구 성수동2가 623-0 ,NS,20,900,30,900,30,10000,18,2024-10-02 15:59:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535704332,127.05192804
공유) 17-29(구),성동구 성수동2가 527-0,NS,36,900,30,900,30,10000,25,2024-10-02 15:59:19,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2204-7970,20분,37.5374,127.05428
공유) 17-41(구),성동구 성수동2가 639-0,NS,24,900,30,900,30,10000,18,2024-10-02 15:59:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535236407,127.053532
공유) 17-44(구),성동구 성수동2가 712-0 ,NS,11,900,30,900,30,10000,8,2024-10-02 15:59:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535542685,127.05442249
진보주차장(민영),성동구 성수동2가 553-0,NP,21,1000,30,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-7168-4929,미연계,37.53686,127.054581
킹(민영),성동구 성수동2가 778-2,NP,9,0,30,0,,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-463-7185,미연계,37.53588253,127.05336167
강변(건물) 공영주차장(구),성동구 성수동1가 366-1,NW,101,100,5,100,5,,0,2023-06-20 12:25:47,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,미연계,37.53696583,127.04904251
리플레이스한남F동,용산구 한남동 50-1 ,BP,60,2000,30,1000,15,25000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53721663,127.01159255
중소기업은행 한남동고객센터,용산구 한남동 707-18 ,BS,19,0,0,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-729-7480,미연계,37.53491030251745,127.0071477658521
순천향대학교병원,용산구 한남동 657-58 ,BS,319,1500,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-709-9904,미연계,37.5336954,127.00427232
한남동 공영주차장(구),용산구 한남동 685-46,NW,250,250,5,250,5,,248,2024-10-02 16:05:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-749-3633,20분,37.53496611,127.00019178
이태원주차장(민영),용산구 이태원동 127-36,NP,12,3000,30,1000,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53409,126.994819
빅토리주차장(민영),용산구 후암동 58-0,NP,26,2000,30,1000,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-748-4040,미연계,37.533895,126.990556
세계로주차장,용산구 이태원동 181-8 ,BS,42,2000,30,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-796-2909,미연계,37.53459753,126.99019572
이태원 입구 관광버스 승하차 허용 구간(시),용산구 이태원동 56-4,NS,2,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.534153632,126.98958234
녹사평대로40길-1,녹사평대로 208 ~ 녹사평대로 216,T,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5363744,126.9871289
전쟁기념사업회,용산구 용산동1가 8-0 ,BP,806,3000,120,1000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-709-3163,미연계,37.53628114,126.97703172
삼각지역(구),용산구 한강로1가 138-0,NS,12,250,5,250,5,0,0,,1130 ~ 2130,1130 ~ 1730,0000 ~ 0000,02-749-5314,미연계,37.53471741,126.97375611
용산 베르디움 프렌즈,용산구 한강로2가 2-350 ,BS,687,1000,20,1000,20,0,0,2021-04-07 10:31:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.535511,126.971583
용산구 한강로1가 236-5(구),용산구 한강로1가 236-5,NW,14,250,5,,,,0,,1100 ~ 2200,1100 ~ 1800,0000 ~ 2400,,미연계,37.534509,126.973748
한강대로62나길-1,이태원로2길 8 ~ 한강대로62길 13,T,17,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5345462,126.9749265
공유) 한강로동 32구간(구),용산구 한강로2가 15-6,NS,10,0,0,0,0,0,4,2024-10-02 16:04:55,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.53386,126.96795
삼각지고가밑 공영주차장(시),용산구 문배동 12-1,NS,16,250,5,250,5,0,12,2024-10-02 16:04:53,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-4194-3075,20분,37.53713406,126.9692661
용산구문화체육센터,용산구 문배동 19-2,BS,21,,,,,,0,,0600 ~ 2200,0600 ~ 1800,1000 ~ 1700,02-707-2492,미연계,37.537232,126.967716
용산주차빌딩 공영주차장(시),용산구 한강로2가 12-9,NW,561,300,5,300,5,21600,272,2024-10-02 16:04:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6014,20분,37.53436379,126.96541818
백범로-2,백범로90길 62 ~ 백범로 341,T,20,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5377993,126.9676857
청파로-3,청파로 122 ~ 청파로 132,T,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5334114,126.9649639
20-21구역(구),용산구 보광동 265-134,NW,44,250,5,0,0,21000,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.533947,126.963251
