주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
남대문 메사빌딩,중구 회현동1가 204-0 ,BS,336,1000,10,1000,10,0,114,2024-10-02 14:28:06,0600 ~ 2200,0600 ~ 2200,0600 ~ 2200,02-2170-5800,20분,37.5604002,126.979568
남대문 화물 공영주차장(시),중구 남대문로4가 24-1,NS,9,400,5,400,5,,3,2024-10-02 14:27:32,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,010-4194-3075,20분,37.56096448,126.97813425
롯데호텔 롯데백화점,중구 소공동 1-0 ,BS,1036,3000,30,1000,10,,956,2024-10-02 14:20:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-772-3077~8	,20분,37.56472646,126.98096695
신세계백화점 본점(신관),중구 충무로1가 54-0 ,BS,498,2000,10,2000,10,,587,2024-10-02 14:28:05,1000 ~ 2000,1000 ~ 1900,1000 ~ 2000,02-310-1125,20분,37.560362,126.98095432
조선호텔 앞(구),중구 소공동 87-3 0,NS,12,600,5,600,5,0,4,2024-10-02 14:26:53,0900 ~ 2100,0900 ~ 1800,0000 ~ 0000,02-2280-8360,20분,37.56392121,126.98018973
한화생명 소공동사옥,중구 소공동 110-0 ,BS,459,3000,30,1000,10,0,374,2024-10-02 14:28:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-310-7165,20분,37.564168,126.978553
한화생명 태평로사옥,중구 태평로2가 43-0 ,BS,484,3000,30,1000,10,0,123,2024-10-02 14:24:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6366-7701,20분,37.564181,126.977563
해운센터 앞(구),중구 소공동 59-0,NS,9,600,5,600,5,,1,2024-10-02 14:22:33,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.56337305,126.98083219
서소문 시티스퀘어,중구 서소문동 143-0 ,BS,148,3000,30,3000,30,35000,147,2024-10-02 14:27:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1522-0741,20분,37.563026,126.975362
서소문삼성생명뒤(구),중구 서소문동 122-0,NW,49,400,5,400,5,0,0,2024-10-02 14:27:08,0800 ~ 2200,0900 ~ 1800,0000 ~ 0000,02-310-9588,20분,37.561784,126.974236
서소문올리브타워 옆(구),중구 서소문동 135-1,NS,16,500,5,500,5,0,10,2024-10-02 14:23:53,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.561736,126.973109
순화타워 주차장,중구 소공동 66-0 ,BS,96,3000,30,1000,10,0,88,2024-10-02 14:20:02,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-1644-8830,20분,37.561078,126.97227539
동아일보사 충정로사옥,서대문구 충정로3가 139-0 ,BS,170,750,10,4500,60,24000,84,2024-10-02 14:28:08,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-361-1167,20분,37.56188747,126.96337537
신촌 연세의료원,서대문구 신촌동 134-9000 ,BS,2682,2600,30,650,10,26000,2271,2024-10-02 14:27:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2227-8024,20분,37.5610711,126.939164
마포중앙도서관 공영주차장(구),마포구 성산동 275-3,NW,193,0,30,200,5,,71,2024-10-02 14:28:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-334-5331,20분,37.56376056,126.90835345
마포클레세오피스텔,마포구 성산동 592-8,BS,130,1500,30,500,10,0,130,2024-10-02 14:27:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.564641,126.903576
성산2-1 공영주차장(구),마포구 성산동 199-0,NW,58,1000,60,500,30,0,3,2024-10-02 14:28:13,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-300-5046,20분,37.564801,126.906726
아트센타,마포구 성산동 266-1,BS,15,2500,30,2500,30,50000,15,2024-10-02 14:27:19,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.561969,126.905229
"난지공원1, 2, 3주차장",마포구 상암동 487-370 ,BP,544,1000,30,200,10,10000,21,2024-10-02 14:27:27,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.5613576,126.88728016
가양상가,강서구 등촌동 717-0,BS,55,2000,30,1000,15,20000,55,2024-10-02 14:27:24,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.562073,126.852591
금부빌딩,강서구 등촌동 73-1 ,BS,375,1000,10,1000,10,0,375,2024-10-02 14:27:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4349-9240,20분,37.561606,126.853345
영보빌딩 공영주차장(시),강서구 가양동 1480-10,NW,79,260,5,260,5,18700,58,2024-10-02 14:28:11,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-9381-8004,20분,37.56332959,126.85308175
이스타빌1차,강서구 가양동 1480-5 ,BS,91,0,60,1500,30,10000,91,2024-10-02 14:27:20,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.562578,126.853005
홈플러스 가양점,강서구 가양동 18-24 ,BS,657,1000,10,1000,10,30000,624,2024-10-02 14:28:14,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-2063-2080,20분,37.564269,126.850032
리더스애비뉴 마곡,강서구 마곡동 791-7,BS,75,0,10,500,10,30000,75,2024-10-02 14:27:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.561364,126.837048
마곡테크노타워1차,강서구 마곡동 796-5,BS,35,1000,10,1000,10,50000,35,2024-10-02 14:27:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.560423,126.834402
롯데백화점 김포공항점 주차장,강서구 방화동 886-0 ,BS,4990,0,30,1000,30,25000,1553,2024-10-02 14:20:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6116-4000,20분,37.564119,126.803464
김포국제공항 국제선 주차빌딩,강서구 방화동 886-9001 ,BS,567,1000,30,500,15,20000,427,2024-10-02 14:28:00,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2660-2515,20분,37.56471,126.79971505
민속의 집 주차장(구),강동구 고덕동 215-0,NW,26,150,5,150,5,0,16,2024-10-02 14:28:10,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7547-3512,20분,37.559645,127.168587
LG전자베스트샵 광진본점,광진구 중곡동 341-10 ,BS,24,3000,10,3000,10,100000,24,2024-10-02 14:27:26,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.556923,127.0811808
스테이더디자이너스군자오피스텔 주차장,광진구 군자동 473-21 ,BS,100,2000,30,500,10,20000,100,2024-10-02 14:27:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6461-1200,20분,37.557336,127.077946
공유) 19-19(구),성동구 송정동 100-31 ,NS,28,900,30,900,30,10000,27,2024-10-02 14:19:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.559330686,127.07301557
공유) 19-20(구),성동구 송정동 101-1,NS,16,900,30,900,30,10000,13,2024-10-02 14:19:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.557880233,127.07211106
공유) 05-10(구),성동구 사근동 190-2,NW,25,900,30,900,30,10000,21,2024-10-02 14:19:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56016,127.048561
공유) 05-04(구),성동구 행당동 157-1,NS,8,900,30,900,30,10000,6,2024-10-02 14:19:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5585,127.03941
공유) 05-05(구),성동구 행당동 4-12,NS,21,900,30,900,30,10000,15,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55997427,127.03930182
서울숲더샵아파트 주차장,성동구 행당동 155-1 ,BS,347,1500,30,500,10,0,347,2024-10-02 14:27:13,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.55715486,127.04012516
공유) 06-02(구),성동구 행당동 139-0,NS,8,900,30,900,30,10000,8,2024-10-02 14:19:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.558574351,127.03574305
공유) 06-11(구),성동구 행당동 317-31,NS,9,900,30,900,30,10000,7,2024-10-02 14:19:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55906169,127.03298455
서울숲리버뷰자이아파트상가,성동구 행당동 380-0* ,BS,23,1500,30,500,10,0,23,2024-10-02 14:27:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.556314,127.038052
공유) 02-06(구),성동구 하왕십리동 1018-7,NS,9,900,30,900,30,10000,5,2024-10-02 14:19:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56028,127.02835
공유) 02-10(구),성동구 행당동 325-6,NS,7,900,30,900,30,10000,6,2024-10-02 14:19:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55987,127.02966
하왕십리(건물) 공영주차장(구),성동구 행당동 347-3,NW,96,100,5,100,5,,66,2024-10-02 14:12:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.560316,127.027944
동산 공영주차장(구),중구 신당동 333-260,NW,83,150,5,150,5,0,66,2024-10-02 14:25:38,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.55634366,127.01597608
공유) 청구동 05(001~013구간)(구),중구 신당동 340-20,NS,13,600,30,600,30,0,0,2024-10-02 13:41:05,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,2시간,37.5562788,127.0128583
약수빌딩 주차장,중구 신당동 340-73 ,BS,25,1500,30,500,10,50000,19,2024-10-02 14:28:30,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.55789144,127.01270923
청구 공영주차장(구),중구 신당동 330-17,NW,51,250,5,250,5,0,26,2024-10-02 14:24:48,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.55897429,127.01340538
공유) 장충동 10(005~009구간)(구),중구 장충동2가 193-239,NS,5,600,30,600,30,0,0,2024-10-02 13:48:16,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,2시간,37.5590781,127.002698
앰배서더서울 풀만 호텔,중구 장충동2가 186-54 ,BS,341,2000,20,2000,10,0,146,2024-10-02 14:27:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2275-1101,20분,37.5601902,127.002238
장충 공영주차장(구),중구 장충동2가 193-39,NW,118,150,5,150,5,0,88,2024-10-02 14:27:08,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.56001,127.00131646
남산한옥마을 공영주차장(시),중구 필동2가 83-1,NW,16,430,5,430,5,30900,3,2024-10-02 14:28:14,0900 ~ 2000,0900 ~ 2000,0900 ~ 2000,010-4194-3075,20분,37.56005799,126.99316078
필동 공영주차장(구),중구 필동3가 62-12,NW,47,150,5,150,5,0,36,2024-10-02 14:27:44,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2280-8368,20분,37.55660191,126.99589418
남산예장 관광버스전용 주차장(시),중구 예장동 4-1,NW,39,6000,120,500,5,0,17,2024-10-02 14:28:11,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,02-2290-7227,20분,37.559821,126.989076
남산동 공영주차장(구),중구 남산동2가 30-4,NW,48,250,5,250,5,0,47,2024-10-02 14:27:42,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2280-8368,20분,37.55923691,126.98562404
남산케이블카 공영주차장(시),중구 회현동1가 1-19,NS,21,330,5,330,5,0,9,2024-10-02 14:28:12,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,010-4194-3075,20분,37.55631925,126.98415243
스테이트타워남산,중구 회현동2가 88-0 ,BS,300,1000,10,1000,10,0,227,2024-10-02 14:28:44,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1899-7275,20분,37.560122,126.982947
남산공원 소파로 관광버스전용 주차장(시),중구 남창동 205-107 ,NS,21,0,0,0,0,0,17,2024-10-02 14:28:24,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.55613113,126.97880145
국제화재빌딩 옆(구),중구 남대문로5가 145-0,NS,12,500,5,500,5,0,5,2024-10-02 14:09:31,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.5581731,126.976018
남대문 시장 관광버스전용 주차장(시),중구 남창동 51-4,NS,2,0,0,0,0,0,3,2024-10-02 14:28:23,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2290-6449,20분,37.55952,126.975908
남대문 초입 관광버스전용 주차장(시),중구 남창동 282-10,NS,3,0,0,0,0,0,3,2024-10-02 14:28:23,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2290-6449,20분,37.55953,126.975731
남대문피혁상가 남측(구),중구 봉래동1가 13-1,NS,24,500,5,500,5,,2,2024-10-02 14:15:49,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.559468,126.974095
한진면세점 앞(구),중구 남대문로5가 533-0,NS,18,250,5,250,5,,14,2024-10-02 14:18:56,0900 ~ 2000,0900 ~ 1600,0000 ~ 0000,02-2280-8360,20분,37.55631344,126.97560042
중림동 실로암빌딩	,중구 중림동 128-104 ,BS,126,2000,30,1000,15,40000,101,2024-10-02 14:27:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-364-3944,20분,37.557744,126.968618
중림종합복지센터 주차장,중구 중림동 155-1 ,BP,111,150,5,150,5,0,86,2024-10-02 14:20:42,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2280-8368,20분,37.559389,126.966214
하이파킹 서울역 주차장,중구 봉래동2가 122-11 ,BS,767,3000,30,1000,10,0,0,2024-10-02 14:28:47,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7119-2214,20분,37.555936,126.970221
공유) 중림동 11(001~009구간)(구),중구 중림동 401-1,NS,9,600,30,600,30,0,0,2024-10-01 17:01:54,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,2일,37.5590136,126.9624063
공유) 중림동 11(010~020구간)(구),중구 중림동 195-0,NS,11,600,30,600,30,0,0,2024-10-02 14:23:09,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,20분,37.558746,126.9642899
대흥2구역 공영주차장(구),마포구 대흥동 806-3,NW,20,250,5,250,5,0,16,2024-10-02 14:28:52,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.556123,126.945195
테라운드빌딩 주차장,서대문구 창천동 72-14 ,BS,39,3000,30,1000,10,30000,36,2024-10-02 14:28:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-337-2848,20분,37.55631688,126.93456352
현대백화점 신촌점,서대문구 창천동 30-33 ,BS,454,0,60,1000,10,0,317,2024-10-02 14:28:55,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-3145-3842,20분,37.55621008,126.93582104
LG전자베스트샵 동교점,마포구 동교동 173-3 ,BS,20,0,10,2000,10,30000,20,2024-10-02 14:28:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558325,126.926802
공유) 9-88(구),마포구 동교동 192-1,NS,22,0,0,0,0,0,0,2024-10-02 13:19:55,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,2시간,37.55678494,126.92851359
쓰리알유시티 주차장,서대문구 창천동 510-2 ,BS,23,2000,30,1000,15,20000,23,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.55883346,126.92738241
애경타워 주차장,마포구 동교동 190-1 ,BS,149,2000,10,1000,10,0,94,2024-10-02 14:27:33,0700 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-332-2610,20분,37.557095,126.927441
지남빌딩,마포구 연남동 565-15 ,BS,33,1500,30,500,10,20000,28,2024-10-02 14:28:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.56016449,126.92085666
아만티호텔 서울,마포구 서교동 447-1 ,BS,142,0,120,1000,10,30000,44,2024-10-02 14:28:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-332-0061,20분,37.557173,126.918598
망원노외주차장(구),마포구 망원동 478-10,NW,20,150,5,150,5,0,20,2024-10-02 14:28:58,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.559577,126.906609
망원1-1 공영주차장(구),마포구 망원동 418-39,NW,67,1000,60,500,30,0,8,2024-10-02 14:28:58,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-300-5046,20분,37.556025,126.900057
망원2-1 공영주차장(구),마포구 망원동 428-5,NW,58,1000,60,500,30,0,13,2024-10-02 14:28:58,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,20분,37.557769,126.901535
가양3동 공영주차장(시),강서구 가양동 1488-12,NW,56,200,5,200,5,14400,959,2024-10-02 14:28:51,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-9381-8004,20분,37.56033753,126.85977547
강변샤르망1단지,강서구 등촌동 628-16,BS,94,1500,30,1500,30,30000,94,2024-10-02 14:28:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.559486,126.857267
강변샤르망2단지,강서구 등촌동 628-32,BS,90,1500,30,1500,30,30000,90,2024-10-02 14:28:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.559234,126.857549
강변샤르망3단지,강서구 등촌동 628-17,BS,134,1500,30,1500,30,30000,134,2024-10-02 14:28:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.559112,126.856912
더브리티시몰,강서구 등촌동 639-23 ,BS,115,1000,10,1000,10,15000,115,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.557888,126.856062
홈플러스 강서점,강서구 등촌동 639-11 ,BS,1201,1000,10,1000,10,30000,726,2024-10-02 14:28:59,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-2660-8000,20분,37.558393,126.855058
VIPS프리미어 등촌점,강서구 등촌동 669-0,BS,50,1000,30,1000,30,30000,50,2024-10-02 14:28:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558533,126.842206
NC 강서점,강서구 등촌동 689-0 ,BS,934,1000,10,1000,10,0,675,2024-10-02 14:28:39,1030 ~ 2100,1030 ~ 2200,1030 ~ 0900,02-2667-9000,20분,37.55998779,126.84037793
마곡센트럴타워1차,강서구 마곡동 774-4 ,BS,185,1500,30,500,10,30000,185,2024-10-02 14:28:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.559596,126.832672
열린M타워,강서구 마곡동 801-1 ,BS,303,0,30,1000,10,30000,303,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558435,126.834315
류마타워2차,강서구 마곡동 798-6 ,BS,135,0,15,1000,10,60000,135,2024-10-02 14:28:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558938,126.824943
마곡테크노타워2 주차장,강서구 마곡동 799-17 ,BS,126,2000,30,500,10,30000,126,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558168,126.828561
메트로비즈타워,강서구 마곡동 799-6 ,BS,100,500,10,500,10,20000,100,2024-10-02 14:28:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558244,126.827409
SB타워3 주차장,강서구 마곡동 798-4 ,BS,100,1500,30,500,10,0,70,2024-10-02 14:28:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.558933,126.82384
김포국제공항 국내선 제2주차장,강서구 공항동 1373-9001 ,BP,1391,1000,30,500,15,20000,1352,2024-10-02 14:29:00,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2660-2515,20분,37.558348,126.807332
김포국제공항 국내선 제1주차장,강서구 공항동 1373-9000 ,BP,2279,1000,30,500,15,20000,2137,2024-10-02 14:29:05,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2660-2515,20분,37.560122,126.804257
강동경희대학교병원,강동구 상일동 149-0 ,BS,514,3000,45,1000,15,66000,488,2024-10-02 14:29:07,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1577-5800,20분,37.55292409,127.15748447
공유) 주양쇼핑앞 주차장(구),강동구 명일동 48-26 ,NS,5,0,0,0,0,0,4,2024-10-02 14:19:56,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.55183962,127.15475428
명성프라자 주차장,강동구 명일동 46-1,BS,73,1500,30,1500,30,30000,39,2024-10-02 14:28:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.55459836,127.15409092
명일동 공영주차장(시),강동구 명일동 47-9,NW,11,220,5,220,5,15800,8,2024-10-02 14:29:01,0900 ~ 2000,0900 ~ 1500,0000 ~ 0000,010-9381-8004,20분,37.55361065,127.15591212
이마트 명일점,강동구 명일동 47-7 ,BS,202,1000,10,1000,10,50000,263,2024-10-02 14:29:06,0630 ~ 2300,0630 ~ 2300,0630 ~ 2300,02-2145-1234,20분,37.5540192,127.1560139
볕우물 공영주차장(시),강동구 암사동 473-3,NW,96,130,5,130,5,9300,59,2024-10-02 14:28:51,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6410,20분,37.55237413,127.13512275
암사1동 주차장(구),강동구 암사동 59-2,NW,114,150,5,150,5,,82,2024-10-02 14:29:07,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-428-2431,20분,37.55289,127.1377215
어린이대공원(후문),광진구 능동 262-1 ,BP,250,150,5,150,5,,204,2024-10-02 14:29:07,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-456-8721,20분,37.55188775,127.08723617
공유) 능동 IoT 공유주차장(구),광진구 능동 314-6 ,NS,11,0,0,0,0,0,0,2024-10-02 12:19:35,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,0,2일,37.552018,127.078459
공유) 19-04(구),성동구 송정동 73-930,NS,17,900,30,900,30,10000,12,2024-10-02 14:19:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.553013,127.067656
공유) 19-12(구),성동구 송정동 89-1 ,NS,10,900,30,900,30,10000,5,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55572095,127.06986499
살곶이(평면) 공영주차장(구),성동구 사근동 104-0,NW,102,50,5,50,5,,101,2024-10-02 14:27:36,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.55384954,127.04829171
공유) 08-10(구),성동구 응봉동 228-55,NS,10,900,30,900,30,10000,10,2024-10-02 14:29:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.552156381,127.03658044
공유) 07-05(구),성동구 행당동 341-102,NS,12,900,30,900,30,10000,10,2024-10-02 14:19:18,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55402998,127.03167662
공유) 08-01(구),성동구 응봉동 265-314,NS,26,900,30,900,30,10000,19,2024-10-02 14:29:12,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55366,127.02757
공유) 08-02(구),성동구 응봉동 265-317,NS,31,900,30,900,30,10000,29,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55243282,127.02893614
공유) 08-03(구),성동구 응봉동 265-153,NS,24,900,30,900,30,10000,21,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5524,127.0316
공유) 08-12(구),성동구 응봉동 265-110,NS,11,900,30,900,30,10000,9,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55457,127.02715
벽산하이피아프라자 별관,성동구 금호동1가 633-0*,BS,15,0,60,1000,30,15000,15,2024-10-02 14:28:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.551573,127.026326
공유) 10-01(구),성동구 금호동2가 9-1,NS,24,900,30,900,30,10000,10,2024-10-02 14:29:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.555579891,127.01724708
공유) 10-02(구),성동구 금호동2가 9-1,NS,16,900,30,900,30,10000,7,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.55169,127.01771
공유) 10-05(구),성동구 금호동2가 501-36,NS,8,900,30,900,30,10000,0,2024-10-02 14:29:17,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5535238,127.01795732
금호초등학교,성동구 금호동2가 511-0 ,BS,123,100,5,100,5,0,74,2024-10-02 14:26:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.552314,127.019668
신금호파크자이아파트 상가동,성동구 금호동2가 1-0 ,BS,28,3000,30,3000,30,50000,28,2024-10-02 14:28:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.555595,127.019728
약수동 공영주차장(구),중구 신당동 349-234,NW,88,150,5,150,5,0,26,2024-10-02 14:26:09,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.55222214,127.01335763
공유) 다산동 03(001~055구간)(구),중구 신당동 832-0,NS,53,300,30,300,30,0,0,2024-10-02 14:28:51,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,20분,37.5556884,127.0066239
남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,13,330,5,330,5,,8,2024-10-02 14:28:51,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-4194-3075,20분,37.55491405,126.98184962
소파로케이블카앞 관광버스전용 주차장(시),중구 회현동1가 1-15,NS,2,0,0,0,0,0,0,2024-10-02 14:29:04,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.55519966,126.98374278
남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,12,0,0,0,0,0,11,2024-10-02 14:29:04,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2290-6449,20분,37.55458553,126.97798499
T타워,중구 남대문로5가 827-0 ,BS,291,3000,30,1000,10,30000,134,2024-10-02 14:26:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1688-1054,20분,37.55384119,126.97579392
공유) 회현동 12(005~013구간)(구),중구 남대문로5가 823-2,NS,9,600,30,600,30,0,0,2024-10-01 23:26:30,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-3396-6264,2일,37.5547328,126.9744666
손기정체육공원 공영주차장(구),중구 만리동2가 6-1,NW,189,150,5,150,5,0,157,2024-10-02 14:27:06,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2280-8368,20분,37.55559696,126.96497303
한서 공영주차장(구),마포구 염리동 24-170,NW,113,1000,60,500,30,,17,2024-10-02 14:29:28,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-300-5046,20분,37.552856,126.949343
창천중교 공영주차장(구),마포구 노고산동 33-1,NW,280,200,5,200,5,0,266,2024-10-02 14:29:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5052,20분,37.55473789,126.93943744
